task,unique_entries,repeat_entries,repeat_words,avg_global_sim,avg_neigh_sim
courage,0.15555555555555559,0.022222222222222254,0.0666666666666667,0.06666666666666671,3.3306690738754695e-17
debut,0.08888888888888884,0.15555555555555553,0.06666666666666665,0.19999999999999998,0.31111111111111117
douleur,0.04444444444444443,-0.17777777777777778,0.13333333333333336,-0.15555555555555556,0.08888888888888888
piscine,0.0,-0.06666666666666662,0.0,-0.17777777777777776,0.022222222222222275
royaume,0.11111111111111108,0.02222222222222221,0.08888888888888884,0.11111111111111108,0.0444444444444444
serpent,0.11111111111111112,0.1555555555555556,0.13333333333333336,0.11111111111111113,0.2
fcat,0.0,-0.08888888888888888,-0.17777777777777778,0.0,0.0
flib,-0.022222222222222233,0.1555555555555555,0.02222222222222221,0.02222222222222221,0.08888888888888884
flit,0.04444444444444443,0.04444444444444443,0.04444444444444443,-0.022222222222222244,0.02222222222222222
